TABLE_SCHEMA,TABLE_NAME,ORDINAL_POSITION,COLUMN_NAME,DATA_TYPE,IS_NULLABLE,COLUMN_DEFAULT,COLUMN_COMMENT
ods_mariadb_2b,ods_a168_RedPacketSetup,18,rules,varchar,YES,,source_type=text; 活動規則
ods_mariadb_2b,ods_a168_RedPacketSetup,19,black_list,varchar,YES,,source_type=text; 黑名單帳號(逗號隔開)(不使用)
ods_mariadb_2b,ods_a168_RedPacketSetup,20,utp,varchar,YES,,source_type=char(1); 操作者類型
ods_mariadb_2b,ods_a168_RedPacketSetup,21,uid,varchar,YES,,source_type=int(11); 操作者id
ods_mariadb_2b,ods_a168_RedPacketSetup,22,update_time,varchar,YES,,source_type=datetime; 操作時間
ods_mariadb_2b,ods_a168_RedPacketSetup,23,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_RedPacketSetup,24,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_RedPacketSetup,25,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_RedPacketSetup,26,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,3,id,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,4,red_id,varchar,YES,,source_type=int(11); 紅包設定id
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,5,currency,varchar,YES,,source_type=int(3); 幣別
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,6,gtype,varchar,YES,,source_type=int(4); 遊戲id
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,7,sync,varchar,YES,,"source_type=tinyint(1); 同步sync.0:否,1:是"
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,8,bet_count,varchar,YES,,source_type=int(10); 投注局數
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,9,bet_amount,varchar,YES,,"source_type=decimal(16,2); 單筆下注金額"
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,10,money_from,varchar,YES,,"source_type=decimal(16,2); 紅包金額範圍"
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,11,money_to,varchar,YES,,"source_type=decimal(16,2); 紅包金額範圍"
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,12,percent,varchar,YES,,source_type=int(3); 概率
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,13,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,14,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,15,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_RedPacketSetup_setting,16,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_RedPacket_No,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_RedPacket_No,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_RedPacket_No,3,id,varchar,YES,,source_type=bigint(20); 
ods_mariadb_2b,ods_a168_RedPacket_No,4,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_RedPacket_No,5,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_RedPacket_No,6,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_RedPacket_No,7,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_RedPacket_Order,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_RedPacket_Order,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_RedPacket_Order,3,id,varchar,YES,,source_type=bigint(20); 
ods_mariadb_2b,ods_a168_RedPacket_Order,4,mid,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_RedPacket_Order,5,gameid,varchar,YES,,source_type=int(11); 遊戲
ods_mariadb_2b,ods_a168_RedPacket_Order,6,currency,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_RedPacket_Order,7,rate,varchar,YES,,"source_type=decimal(8,4); "
ods_mariadb_2b,ods_a168_RedPacket_Order,8,money,varchar,YES,,"source_type=decimal(16,4); 中獎金額"
ods_mariadb_2b,ods_a168_RedPacket_Order,9,status,varchar,YES,,"source_type=enum(''Y'',''N''); Y:已領取,N:未領取"
ods_mariadb_2b,ods_a168_RedPacket_Order,10,lv1percent,varchar,YES,,"source_type=decimal(16,4); "
ods_mariadb_2b,ods_a168_RedPacket_Order,11,lv2percent,varchar,YES,,"source_type=decimal(16,4); "
ods_mariadb_2b,ods_a168_RedPacket_Order,12,lv3percent,varchar,YES,,"source_type=decimal(16,4); "
ods_mariadb_2b,ods_a168_RedPacket_Order,13,lv4percent,varchar,YES,,"source_type=decimal(16,4); "
ods_mariadb_2b,ods_a168_RedPacket_Order,14,lv5percent,varchar,YES,,"source_type=decimal(16,4); "
ods_mariadb_2b,ods_a168_RedPacket_Order,15,addtime,varchar,YES,,source_type=datetime; gs寫單時間
ods_mariadb_2b,ods_a168_RedPacket_Order,16,receivetime,varchar,YES,,source_type=datetime; 領取時間
ods_mariadb_2b,ods_a168_RedPacket_Order,17,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_RedPacket_Order,18,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_RedPacket_Order,19,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_RedPacket_Order,20,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_SMR_log,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_SMR_log,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_SMR_log,3,sn,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_SMR_log,4,bet02,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_SMR_log,5,bet03,varchar,YES,,"source_type=decimal(12,0); "
ods_mariadb_2b,ods_a168_SMR_log,6,bet04,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_SMR_log,7,bet22,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_SMR_log,8,category,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_SMR_log,9,receivetime,varchar,YES,,source_type=datetime; 
ods_mariadb_2b,ods_a168_SMR_log,10,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_SMR_log,11,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_SMR_log,12,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_SMR_log,13,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_age_login,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_age_login,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_age_login,3,alg001,varchar,YES,,source_type=int(11); age_id
ods_mariadb_2b,ods_a168_age_login,4,alg002,varchar,YES,,source_type=int(11); site
ods_mariadb_2b,ods_a168_age_login,5,alg003,varchar,YES,,source_type=varchar(50); sid
ods_mariadb_2b,ods_a168_age_login,6,alg004,varchar,YES,,source_type=timestamp; this_login
ods_mariadb_2b,ods_a168_age_login,7,alg005,varchar,YES,,source_type=timestamp; last_login
ods_mariadb_2b,ods_a168_age_login,8,alg006,varchar,YES,,source_type=text; ip
ods_mariadb_2b,ods_a168_age_login,9,alg007,varchar,YES,,source_type=text; info
ods_mariadb_2b,ods_a168_age_login,10,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_age_login,11,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_age_login,12,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_age_login,13,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_age_sub_login,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_age_sub_login,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_age_sub_login,3,asl001,varchar,YES,,source_type=int(11); sub_id
ods_mariadb_2b,ods_a168_age_sub_login,4,asl002,varchar,YES,,source_type=int(11); site
ods_mariadb_2b,ods_a168_age_sub_login,5,asl003,varchar,YES,,source_type=varchar(50); sid
ods_mariadb_2b,ods_a168_age_sub_login,6,asl004,varchar,YES,,source_type=datetime; this_login
ods_mariadb_2b,ods_a168_age_sub_login,7,asl005,varchar,YES,,source_type=datetime; last_login
ods_mariadb_2b,ods_a168_age_sub_login,8,asl006,varchar,YES,,source_type=text; ip
ods_mariadb_2b,ods_a168_age_sub_login,9,asl007,varchar,YES,,source_type=text; info
ods_mariadb_2b,ods_a168_age_sub_login,10,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_age_sub_login,11,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_age_sub_login,12,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_age_sub_login,13,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_agent,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_agent,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_agent,3,age001,varchar,YES,,source_type=int(11); sn
ods_mariadb_2b,ods_a168_agent,4,age002,varchar,YES,,source_type=varchar(30); 
ods_mariadb_2b,ods_a168_agent,5,age003,varchar,YES,,source_type=varchar(50); 
ods_mariadb_2b,ods_a168_agent,6,age004,varchar,YES,,source_type=varchar(30); 
ods_mariadb_2b,ods_a168_agent,7,age005,varchar,YES,,source_type=timestamp; 
ods_mariadb_2b,ods_a168_agent,8,age006,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent,9,age007,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent,10,age008,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent,11,age009,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent,12,age010,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent,13,age011,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent,14,age012,varchar,YES,,source_type=timestamp; 
ods_mariadb_2b,ods_a168_agent,15,age013,varchar,YES,,source_type=text; 
ods_mariadb_2b,ods_a168_agent,16,age014,varchar,YES,,source_type=int(11); 風險重置開關
ods_mariadb_2b,ods_a168_agent,17,age015,varchar,YES,,"source_type=enum(''Y'',''N''); 啟停用狀態"
ods_mariadb_2b,ods_a168_agent,18,age016,varchar,YES,,"source_type=enum(''Y'',''N''); 啟停押狀態"
ods_mariadb_2b,ods_a168_agent,19,age017,varchar,YES,,"source_type=enum(''Y'',''N''); "
ods_mariadb_2b,ods_a168_agent,20,age018,varchar,YES,,"source_type=enum(''Y'',''N''); "
ods_mariadb_2b,ods_a168_agent,21,age019,varchar,YES,,source_type=int(11); 結算報表開關
ods_mariadb_2b,ods_a168_agent,22,age020,varchar,YES,,source_type=int(11); 結算報表格式
ods_mariadb_2b,ods_a168_agent,23,age021,varchar,YES,,source_type=int(11); 結算報表語系
ods_mariadb_2b,ods_a168_agent,24,age022,varchar,YES,,source_type=int(11); 測試線判別
ods_mariadb_2b,ods_a168_agent,25,age023,varchar,YES,,source_type=char(1); 
ods_mariadb_2b,ods_a168_agent,26,age024,varchar,YES,,source_type=varchar(30); 備註
ods_mariadb_2b,ods_a168_agent,27,credit,varchar,YES,,"source_type=decimal(15,4); "
ods_mariadb_2b,ods_a168_agent,28,cash,varchar,YES,,"source_type=decimal(15,4); "
ods_mariadb_2b,ods_a168_agent,29,type,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent,30,currency,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent,31,tip,varchar,YES,,"source_type=enum(''Y'',''N''); "
ods_mariadb_2b,ods_a168_agent,32,red,varchar,YES,,"source_type=enum(''N'',''Y''); 紅包開關"
ods_mariadb_2b,ods_a168_agent,33,prefix_add,varchar,YES,,"source_type=enum(''Y'',''N''); "
ods_mariadb_2b,ods_a168_agent,34,prefix_acc,varchar,YES,,source_type=varchar(12); 前綴碼
ods_mariadb_2b,ods_a168_agent,35,receipt_acc,varchar,YES,,source_type=int(3); 收款帳號
ods_mariadb_2b,ods_a168_agent,36,notification,varchar,YES,,source_type=int(11); 通知帳號
ods_mariadb_2b,ods_a168_agent,37,sacc,varchar,YES,,source_type=varchar(30); 顯示帳號
ods_mariadb_2b,ods_a168_agent,38,opengame,varchar,YES,,source_type=varchar(255); 
ods_mariadb_2b,ods_a168_agent,39,site,varchar,YES,,source_type=varchar(60); 
ods_mariadb_2b,ods_a168_agent,40,membermax,varchar,YES,,source_type=int(11); 會員總數
ods_mariadb_2b,ods_a168_agent,41,profitmax,varchar,YES,,source_type=varchar(11); 最大利潤
ods_mariadb_2b,ods_a168_agent,42,promotecode,varchar,YES,,source_type=char(6); 推廣代碼
ods_mariadb_2b,ods_a168_agent,43,kickperiod,varchar,YES,,source_type=int(3); 踢出局數
ods_mariadb_2b,ods_a168_agent,44,identity,varchar,YES,,source_type=int(11); 0:信用;1:API
ods_mariadb_2b,ods_a168_agent,45,chkKey,varchar,YES,,source_type=varchar(100); 
ods_mariadb_2b,ods_a168_agent,46,chkLock,varchar,YES,,"source_type=enum(''Y'',''N''); 是否鎖定"
ods_mariadb_2b,ods_a168_agent,47,last_chpsw,varchar,YES,,source_type=timestamp; 上次修改密碼時間
ods_mariadb_2b,ods_a168_agent,48,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_agent,49,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_agent,50,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_agent,51,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_agent_bak20250610,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_agent_bak20250610,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_agent_bak20250610,3,age001,varchar,YES,,source_type=int(11); sn
ods_mariadb_2b,ods_a168_agent_bak20250610,4,age002,varchar,YES,,source_type=varchar(30); 
ods_mariadb_2b,ods_a168_agent_bak20250610,5,age003,varchar,YES,,source_type=varchar(50); 
ods_mariadb_2b,ods_a168_agent_bak20250610,6,age004,varchar,YES,,source_type=varchar(30); 
ods_mariadb_2b,ods_a168_agent_bak20250610,7,age005,varchar,YES,,source_type=timestamp; 
ods_mariadb_2b,ods_a168_agent_bak20250610,8,age006,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent_bak20250610,9,age007,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent_bak20250610,10,age008,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent_bak20250610,11,age009,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent_bak20250610,12,age010,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent_bak20250610,13,age011,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent_bak20250610,14,age012,varchar,YES,,source_type=timestamp; 
ods_mariadb_2b,ods_a168_agent_bak20250610,15,age013,varchar,YES,,source_type=text; 
ods_mariadb_2b,ods_a168_agent_bak20250610,16,age014,varchar,YES,,source_type=int(11); 風險重置開關
ods_mariadb_2b,ods_a168_agent_bak20250610,17,age015,varchar,YES,,"source_type=enum(''Y'',''N''); 啟停用狀態"
ods_mariadb_2b,ods_a168_agent_bak20250610,18,age016,varchar,YES,,"source_type=enum(''Y'',''N''); 啟停押狀態"
ods_mariadb_2b,ods_a168_agent_bak20250610,19,age017,varchar,YES,,"source_type=enum(''Y'',''N''); "
ods_mariadb_2b,ods_a168_agent_bak20250610,20,age018,varchar,YES,,"source_type=enum(''Y'',''N''); "
ods_mariadb_2b,ods_a168_agent_bak20250610,21,age019,varchar,YES,,source_type=int(11); 結算報表開關
ods_mariadb_2b,ods_a168_agent_bak20250610,22,age020,varchar,YES,,source_type=int(11); 結算報表格式
ods_mariadb_2b,ods_a168_agent_bak20250610,23,age021,varchar,YES,,source_type=int(11); 結算報表語系
ods_mariadb_2b,ods_a168_agent_bak20250610,24,age022,varchar,YES,,source_type=int(11); 測試線判別
ods_mariadb_2b,ods_a168_agent_bak20250610,25,age023,varchar,YES,,source_type=char(1); 
ods_mariadb_2b,ods_a168_agent_bak20250610,26,age024,varchar,YES,,source_type=varchar(30); 備註
ods_mariadb_2b,ods_a168_agent_bak20250610,27,credit,varchar,YES,,"source_type=decimal(15,4); "
ods_mariadb_2b,ods_a168_agent_bak20250610,28,cash,varchar,YES,,"source_type=decimal(15,4); "
ods_mariadb_2b,ods_a168_agent_bak20250610,29,type,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent_bak20250610,30,currency,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent_bak20250610,31,tip,varchar,YES,,"source_type=enum(''Y'',''N''); "
ods_mariadb_2b,ods_a168_agent_bak20250610,32,red,varchar,YES,,"source_type=enum(''N'',''Y''); 紅包開關"
ods_mariadb_2b,ods_a168_agent_bak20250610,33,prefix_add,varchar,YES,,"source_type=enum(''Y'',''N''); "
ods_mariadb_2b,ods_a168_agent_bak20250610,34,prefix_acc,varchar,YES,,source_type=varchar(12); 前綴碼
ods_mariadb_2b,ods_a168_agent_bak20250610,35,receipt_acc,varchar,YES,,source_type=int(3); 收款帳號
ods_mariadb_2b,ods_a168_agent_bak20250610,36,notification,varchar,YES,,source_type=int(11); 通知帳號
ods_mariadb_2b,ods_a168_agent_bak20250610,37,sacc,varchar,YES,,source_type=varchar(30); 顯示帳號
ods_mariadb_2b,ods_a168_agent_bak20250610,38,opengame,varchar,YES,,source_type=varchar(255); 
ods_mariadb_2b,ods_a168_agent_bak20250610,39,site,varchar,YES,,source_type=varchar(60); 
ods_mariadb_2b,ods_a168_agent_bak20250610,40,membermax,varchar,YES,,source_type=int(11); 會員總數
ods_mariadb_2b,ods_a168_agent_bak20250610,41,profitmax,varchar,YES,,source_type=varchar(11); 最大利潤
ods_mariadb_2b,ods_a168_agent_bak20250610,42,promotecode,varchar,YES,,source_type=char(6); 推廣代碼
ods_mariadb_2b,ods_a168_agent_bak20250610,43,kickperiod,varchar,YES,,source_type=int(3); 踢出局數
ods_mariadb_2b,ods_a168_agent_bak20250610,44,identity,varchar,YES,,source_type=int(11); 0:信用;1:API
ods_mariadb_2b,ods_a168_agent_bak20250610,45,chkKey,varchar,YES,,source_type=varchar(100); 
ods_mariadb_2b,ods_a168_agent_bak20250610,46,chkLock,varchar,YES,,"source_type=enum(''Y'',''N''); 是否鎖定"
ods_mariadb_2b,ods_a168_agent_bak20250610,47,last_chpsw,varchar,YES,,source_type=timestamp; 上次修改密碼時間
ods_mariadb_2b,ods_a168_agent_bak20250610,48,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_agent_bak20250610,49,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_agent_bak20250610,50,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_agent_bak20250610,51,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_agent_dtl,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_agent_dtl,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_agent_dtl,3,ag001,varchar,YES,,source_type=int(11); id
ods_mariadb_2b,ods_a168_agent_dtl,4,ag002,varchar,YES,,source_type=int(11); 類別
ods_mariadb_2b,ods_a168_agent_dtl,5,ag003,varchar,YES,,"source_type=decimal(16,2); 退水"
ods_mariadb_2b,ods_a168_agent_dtl,6,ag004,varchar,YES,,source_type=int(11); 最小押分
ods_mariadb_2b,ods_a168_agent_dtl,7,ag005,varchar,YES,,source_type=int(11); 最大押分
ods_mariadb_2b,ods_a168_agent_dtl,8,ag006,varchar,YES,,source_type=int(11); 押分倍數
ods_mariadb_2b,ods_a168_agent_dtl,9,ag007,varchar,YES,,source_type=int(11); 最大押分02
ods_mariadb_2b,ods_a168_agent_dtl,10,ag008,varchar,YES,,source_type=int(11); 最大押分03
ods_mariadb_2b,ods_a168_agent_dtl,11,ag009,varchar,YES,,source_type=int(11); 最大押分04
ods_mariadb_2b,ods_a168_agent_dtl,12,ag010,varchar,YES,,source_type=int(11); 最大押分05
ods_mariadb_2b,ods_a168_agent_dtl,13,ag011,varchar,YES,,source_type=int(11); 最大押分06
ods_mariadb_2b,ods_a168_agent_dtl,14,ag012,varchar,YES,,"source_type=decimal(16,2); 佔成"
ods_mariadb_2b,ods_a168_agent_dtl,15,ag013,varchar,YES,,source_type=int(11); 選則限紅（BIT）
ods_mariadb_2b,ods_a168_agent_dtl,16,ag014,varchar,YES,,source_type=varchar(300); 新版限額
ods_mariadb_2b,ods_a168_agent_dtl,17,ag015,varchar,YES,,"source_type=decimal(16,2); 電投退水"
ods_mariadb_2b,ods_a168_agent_dtl,18,ag016,varchar,YES,,source_type=int(3); 電投佔成
ods_mariadb_2b,ods_a168_agent_dtl,19,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_agent_dtl,20,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_agent_dtl,21,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_agent_dtl,22,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_agent_dtl_test,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_agent_dtl_test,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_agent_dtl_test,3,ag001,varchar,YES,,source_type=int(11); id
ods_mariadb_2b,ods_a168_agent_dtl_test,4,ag002,varchar,YES,,source_type=int(11); 類別
ods_mariadb_2b,ods_a168_agent_dtl_test,5,ag003,varchar,YES,,"source_type=decimal(16,2); 退水"
ods_mariadb_2b,ods_a168_agent_dtl_test,6,ag004,varchar,YES,,source_type=int(11); 最小押分
ods_mariadb_2b,ods_a168_agent_dtl_test,7,ag005,varchar,YES,,source_type=int(11); 最大押分
ods_mariadb_2b,ods_a168_agent_dtl_test,8,ag006,varchar,YES,,source_type=int(11); 押分倍數
ods_mariadb_2b,ods_a168_agent_dtl_test,9,ag007,varchar,YES,,source_type=int(11); 最大押分02
ods_mariadb_2b,ods_a168_agent_dtl_test,10,ag008,varchar,YES,,source_type=int(11); 最大押分03
ods_mariadb_2b,ods_a168_agent_dtl_test,11,ag009,varchar,YES,,source_type=int(11); 最大押分04
ods_mariadb_2b,ods_a168_agent_dtl_test,12,ag010,varchar,YES,,source_type=int(11); 最大押分05
ods_mariadb_2b,ods_a168_agent_dtl_test,13,ag011,varchar,YES,,source_type=int(11); 最大押分06
ods_mariadb_2b,ods_a168_agent_dtl_test,14,ag012,varchar,YES,,"source_type=decimal(16,2); 佔成"
ods_mariadb_2b,ods_a168_agent_dtl_test,15,ag013,varchar,YES,,source_type=int(11); 選則限紅（BIT）
ods_mariadb_2b,ods_a168_agent_dtl_test,16,ag014,varchar,YES,,source_type=varchar(300); 新版限額
ods_mariadb_2b,ods_a168_agent_dtl_test,17,ag015,varchar,YES,,"source_type=decimal(16,2); 電投退水"
ods_mariadb_2b,ods_a168_agent_dtl_test,18,ag016,varchar,YES,,source_type=int(3); 電投佔成
ods_mariadb_2b,ods_a168_agent_dtl_test,19,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_agent_dtl_test,20,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_agent_dtl_test,21,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_agent_dtl_test,22,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_agent_elec,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_agent_elec,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_agent_elec,3,id,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent_elec,4,gid,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_agent_elec,5,profitRate,varchar,YES,,"source_type=decimal(3,2); "
ods_mariadb_2b,ods_a168_agent_elec,6,pot,varchar,YES,,"source_type=decimal(16,4); "
