TABLE_SCHEMA,TABLE_NAME,ORDINAL_POSITION,COLUMN_NAME,DATA_TYPE,IS_NULLABLE,COLUMN_DEFAULT,COLUMN_COMMENT
ods_mariadb_2b,ods_a168_alert_ip_setting,3,id,varchar,YES,,source_type=int(8); 
ods_mariadb_2b,ods_a168_alert_ip_setting,4,ip,varchar,YES,,source_type=varchar(128); 
ods_mariadb_2b,ods_a168_alert_ip_setting,5,creator,varchar,YES,,source_type=varchar(8); 
ods_mariadb_2b,ods_a168_alert_ip_setting,6,addtime,varchar,YES,,source_type=datetime; 
ods_mariadb_2b,ods_a168_alert_ip_setting,7,remarks,varchar,YES,,source_type=varchar(1000); 
ods_mariadb_2b,ods_a168_alert_ip_setting,8,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_alert_ip_setting,9,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_alert_ip_setting,10,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_alert_ip_setting,11,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_apiurl,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_apiurl,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_apiurl,3,id,varchar,YES,,source_type=int(3); 序号
ods_mariadb_2b,ods_a168_apiurl,4,code,varchar,YES,,source_type=int(3); 参数
ods_mariadb_2b,ods_a168_apiurl,5,url,varchar,YES,,source_type=varchar(50); 网址
ods_mariadb_2b,ods_a168_apiurl,6,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_apiurl,7,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_apiurl,8,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_apiurl,9,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_ban_bet_area,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_ban_bet_area,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_ban_bet_area,3,id,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_ban_bet_area,4,account_type,varchar,YES,,source_type=varchar(1); 
ods_mariadb_2b,ods_a168_ban_bet_area,5,gid,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_ban_bet_area,6,area,varchar,YES,,source_type=varchar(100); 下注區
ods_mariadb_2b,ods_a168_ban_bet_area,7,parentid,varchar,YES,,source_type=int(11); 上層ID
ods_mariadb_2b,ods_a168_ban_bet_area,8,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_ban_bet_area,9,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_ban_bet_area,10,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_ban_bet_area,11,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_bet,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_bet,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_bet,3,bet001,varchar,YES,,source_type=int(11); sn
ods_mariadb_2b,ods_a168_bet,4,bet002,varchar,YES,,"source_type=enum(''Y'',''N''); is_cancel"
ods_mariadb_2b,ods_a168_bet,5,bet003,varchar,YES,,source_type=timestamp; bet_time
ods_mariadb_2b,ods_a168_bet,6,bet004,varchar,YES,,source_type=int(11); org_site
ods_mariadb_2b,ods_a168_bet,7,bet005,varchar,YES,,source_type=int(11); mid
ods_mariadb_2b,ods_a168_bet,8,bet006,varchar,YES,,"source_type=enum(''Y'',''N''); is_test"
ods_mariadb_2b,ods_a168_bet,9,bet007,varchar,YES,,source_type=int(11); lv1
ods_mariadb_2b,ods_a168_bet,10,bet008,varchar,YES,,source_type=int(11); lv2
ods_mariadb_2b,ods_a168_bet,11,bet009,varchar,YES,,source_type=int(11); lv3
ods_mariadb_2b,ods_a168_bet,12,bet010,varchar,YES,,source_type=int(11); lv4
ods_mariadb_2b,ods_a168_bet,13,bet011,varchar,YES,,source_type=int(11); lv5
ods_mariadb_2b,ods_a168_bet,14,bet012,varchar,YES,,source_type=int(11); lv6
ods_mariadb_2b,ods_a168_bet,15,bet013,varchar,YES,,source_type=char(15); ip
ods_mariadb_2b,ods_a168_bet,16,bet014,varchar,YES,,source_type=char(30); chk_number
ods_mariadb_2b,ods_a168_bet,17,bet015,varchar,YES,,source_type=int(11); seq_id
ods_mariadb_2b,ods_a168_bet,18,bet016,varchar,YES,,source_type=varchar(15); seq_name
ods_mariadb_2b,ods_a168_bet,19,bet017,varchar,YES,,source_type=int(11); play_type
ods_mariadb_2b,ods_a168_bet,20,bet018,varchar,YES,,"source_type=double(10,2); rto1"
ods_mariadb_2b,ods_a168_bet,21,bet019,varchar,YES,,"source_type=double(10,2); rto2"
ods_mariadb_2b,ods_a168_bet,22,bet020,varchar,YES,,"source_type=double(10,2); rto3"
ods_mariadb_2b,ods_a168_bet,23,bet021,varchar,YES,,source_type=varchar(30); bet_string
ods_mariadb_2b,ods_a168_bet,24,bet022,varchar,YES,,source_type=int(11); bet_amt
ods_mariadb_2b,ods_a168_bet,25,bet023,varchar,YES,,"source_type=double(5,2); rto_m1"
ods_mariadb_2b,ods_a168_bet,26,bet024,varchar,YES,,"source_type=double(5,2); rto_m2"
ods_mariadb_2b,ods_a168_bet,27,bet025,varchar,YES,,"source_type=double(5,2); rto_m3"
ods_mariadb_2b,ods_a168_bet,28,bet026,varchar,YES,,"source_type=enum(''Y'',''N''); dual"
ods_mariadb_2b,ods_a168_bet,29,bet027,varchar,YES,,"source_type=double(10,2); result"
ods_mariadb_2b,ods_a168_bet,30,bet028,varchar,YES,,source_type=smallint(6); prt_lv1
ods_mariadb_2b,ods_a168_bet,31,bet029,varchar,YES,,source_type=smallint(6); prt_lv2
ods_mariadb_2b,ods_a168_bet,32,bet030,varchar,YES,,source_type=smallint(6); prt_lv3
ods_mariadb_2b,ods_a168_bet,33,bet031,varchar,YES,,source_type=smallint(6); prt_lv4
ods_mariadb_2b,ods_a168_bet,34,bet032,varchar,YES,,source_type=smallint(6); prt_lv5
ods_mariadb_2b,ods_a168_bet,35,bet033,varchar,YES,,source_type=smallint(6); prt_lv6
ods_mariadb_2b,ods_a168_bet,36,bet034,varchar,YES,,"source_type=double(10,2); prt_amt_0"
ods_mariadb_2b,ods_a168_bet,37,bet035,varchar,YES,,"source_type=double(10,2); prt_amt_1"
ods_mariadb_2b,ods_a168_bet,38,bet036,varchar,YES,,"source_type=double(10,2); prt_amt_2"
ods_mariadb_2b,ods_a168_bet,39,bet037,varchar,YES,,"source_type=double(10,2); prt_amt_3"
ods_mariadb_2b,ods_a168_bet,40,bet038,varchar,YES,,"source_type=double(10,2); prt_amt_4"
ods_mariadb_2b,ods_a168_bet,41,bet039,varchar,YES,,"source_type=double(10,2); prt_amt_5"
ods_mariadb_2b,ods_a168_bet,42,bet040,varchar,YES,,"source_type=double(10,2); prt_amt_6"
ods_mariadb_2b,ods_a168_bet,43,bet041,varchar,YES,,"source_type=enum(''Y'',''N''); is_lottery"
ods_mariadb_2b,ods_a168_bet,44,bet042,varchar,YES,,source_type=int(11); org_sn
ods_mariadb_2b,ods_a168_bet,45,bet043,varchar,YES,,source_type=float; Base_Water
ods_mariadb_2b,ods_a168_bet,46,bet044,varchar,YES,,source_type=float; LV1_Water_Mny
ods_mariadb_2b,ods_a168_bet,47,bet045,varchar,YES,,source_type=float; LV2_Water_Mny
ods_mariadb_2b,ods_a168_bet,48,bet046,varchar,YES,,source_type=float; LV3_Water_Mny
ods_mariadb_2b,ods_a168_bet,49,bet047,varchar,YES,,source_type=float; LV4_Water_Mny
ods_mariadb_2b,ods_a168_bet,50,bet048,varchar,YES,,source_type=float; LV5_Water_Mny
ods_mariadb_2b,ods_a168_bet,51,bet049,varchar,YES,,source_type=float; LV6_Water_Mny
ods_mariadb_2b,ods_a168_bet,52,bet050,varchar,YES,,source_type=float; 
ods_mariadb_2b,ods_a168_bet,53,bet051,varchar,YES,,"source_type=double(10,2); rto4"
ods_mariadb_2b,ods_a168_bet,54,bet052,varchar,YES,,"source_type=double(5,2); "
ods_mariadb_2b,ods_a168_bet,55,bet053,varchar,YES,,source_type=tinyint(4); 
ods_mariadb_2b,ods_a168_bet,56,bet054,varchar,YES,,source_type=timestamp; 
ods_mariadb_2b,ods_a168_bet,57,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_bet,58,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_bet,59,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_bet,60,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_bet01,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_bet01,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_bet01,3,bet01,varchar,YES,,source_type=bigint(20); 注單編號
ods_mariadb_2b,ods_a168_bet01,4,bet02,varchar,YES,,source_type=int(11); 遊戲類別編號
ods_mariadb_2b,ods_a168_bet01,5,bet03,varchar,YES,,"source_type=decimal(12,0); 場次編號"
ods_mariadb_2b,ods_a168_bet01,6,bet04,varchar,YES,,source_type=int(11); 子場次編號
ods_mariadb_2b,ods_a168_bet01,7,bet05,varchar,YES,,source_type=int(11); 會員編號
ods_mariadb_2b,ods_a168_bet01,8,bet06,varchar,YES,,source_type=datetime; 開局時間
ods_mariadb_2b,ods_a168_bet01,9,bet07,varchar,YES,,source_type=date; 帳務日期
ods_mariadb_2b,ods_a168_bet01,10,bet08,varchar,YES,,source_type=datetime; 下注時間
ods_mariadb_2b,ods_a168_bet01,11,bet09,varchar,YES,,source_type=varchar(100); 下注內容
ods_mariadb_2b,ods_a168_bet01,12,bet10,varchar,YES,,source_type=int(11); 幣別
ods_mariadb_2b,ods_a168_bet01,13,bet11,varchar,YES,,"source_type=decimal(16,4); 匯率"
ods_mariadb_2b,ods_a168_bet01,14,bet12,varchar,YES,,"source_type=decimal(16,4); 起始點數"
ods_mariadb_2b,ods_a168_bet01,15,bet12a,varchar,YES,,"source_type=decimal(16,4); 起始籌碼"
ods_mariadb_2b,ods_a168_bet01,16,bet13,varchar,YES,,"source_type=decimal(16,4); 下注金額"
ods_mariadb_2b,ods_a168_bet01,17,bet14,varchar,YES,,"source_type=decimal(16,4); 退水％數"
ods_mariadb_2b,ods_a168_bet01,18,bet15,varchar,YES,,source_type=int(11); LV1ID
ods_mariadb_2b,ods_a168_bet01,19,bet16,varchar,YES,,source_type=int(11); LV2ID
ods_mariadb_2b,ods_a168_bet01,20,bet17,varchar,YES,,source_type=int(11); LV3ID
ods_mariadb_2b,ods_a168_bet01,21,bet18,varchar,YES,,source_type=int(11); LV4ID
ods_mariadb_2b,ods_a168_bet01,22,bet19,varchar,YES,,source_type=int(11); LV5ID
ods_mariadb_2b,ods_a168_bet01,23,bet20,varchar,YES,,"source_type=decimal(16,4); LV1佔成"
ods_mariadb_2b,ods_a168_bet01,24,bet21,varchar,YES,,"source_type=decimal(16,4); LV2佔成"
ods_mariadb_2b,ods_a168_bet01,25,bet22,varchar,YES,,"source_type=decimal(16,4); LV3佔成"
ods_mariadb_2b,ods_a168_bet01,26,bet23,varchar,YES,,"source_type=decimal(16,4); LV4佔成"
ods_mariadb_2b,ods_a168_bet01,27,bet24,varchar,YES,,"source_type=decimal(16,4); LV5佔成"
ods_mariadb_2b,ods_a168_bet01,28,bet25,varchar,YES,,"source_type=decimal(16,4); LV1退水%數"
ods_mariadb_2b,ods_a168_bet01,29,bet26,varchar,YES,,"source_type=decimal(16,4); LV2退水%數"
ods_mariadb_2b,ods_a168_bet01,30,bet27,varchar,YES,,"source_type=decimal(16,4); LV3退水%數"
ods_mariadb_2b,ods_a168_bet01,31,bet28,varchar,YES,,"source_type=decimal(16,4); LV4退水%數"
ods_mariadb_2b,ods_a168_bet01,32,bet29,varchar,YES,,"source_type=decimal(16,4); LV5退水%數"
ods_mariadb_2b,ods_a168_bet01,33,bet30,varchar,YES,,"source_type=enum(''Y'',''N''); 取消單"
ods_mariadb_2b,ods_a168_bet01,34,bet31,varchar,YES,,source_type=int(11); 桌子編號(Table ID)
ods_mariadb_2b,ods_a168_bet01,35,bet32,varchar,YES,,source_type=int(11); 房間編號(Room ID)
ods_mariadb_2b,ods_a168_bet01,36,betwalletid,varchar,YES,,source_type=text; 下注單一錢包用
ods_mariadb_2b,ods_a168_bet01,37,gametype,varchar,YES,,source_type=int(11); 1:網投、2:電投
ods_mariadb_2b,ods_a168_bet01,38,commission,varchar,YES,,"source_type=int(11); 0.一般,1,免傭"
ods_mariadb_2b,ods_a168_bet01,39,category,varchar,YES,,"source_type=int(11); 1.一般,2.小費"
ods_mariadb_2b,ods_a168_bet01,40,eid,varchar,YES,,source_type=int(11); 荷官
ods_mariadb_2b,ods_a168_bet01,41,serid,varchar,YES,,source_type=int(11); 服務編號
ods_mariadb_2b,ods_a168_bet01,42,ip,varchar,YES,,source_type=varchar(15); 下注IP
ods_mariadb_2b,ods_a168_bet01,43,partnerBetId,varchar,YES,,source_type=varchar(50); 第三方注單編號
ods_mariadb_2b,ods_a168_bet01,44,gameId,varchar,YES,,source_type=varchar(20); 第三方遊戲代碼
ods_mariadb_2b,ods_a168_bet01,45,updatetime,varchar,YES,,source_type=datetime; 更新時間
ods_mariadb_2b,ods_a168_bet01,46,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_bet01,47,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_bet01,48,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_bet01,49,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_bet02,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_bet02,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_bet02,3,bet01,varchar,YES,,source_type=bigint(20); 注單編號
ods_mariadb_2b,ods_a168_bet02,4,bet02,varchar,YES,,source_type=int(11); 遊戲類別編號
ods_mariadb_2b,ods_a168_bet02,5,bet03,varchar,YES,,"source_type=decimal(12,0); 場次編號"
ods_mariadb_2b,ods_a168_bet02,6,bet04,varchar,YES,,source_type=int(11); 子場次編號
ods_mariadb_2b,ods_a168_bet02,7,bet05,varchar,YES,,source_type=int(11); 會員編號
ods_mariadb_2b,ods_a168_bet02,8,bet06,varchar,YES,,source_type=datetime; 開局時間
ods_mariadb_2b,ods_a168_bet02,9,bet07,varchar,YES,,source_type=date; 帳務日期
ods_mariadb_2b,ods_a168_bet02,10,bet08,varchar,YES,,source_type=datetime; 下注時間
ods_mariadb_2b,ods_a168_bet02,11,bet09,varchar,YES,,source_type=varchar(100); 下注內容
ods_mariadb_2b,ods_a168_bet02,12,bet10,varchar,YES,,source_type=int(11); 幣別
ods_mariadb_2b,ods_a168_bet02,13,bet11,varchar,YES,,"source_type=decimal(16,4); 匯率"
ods_mariadb_2b,ods_a168_bet02,14,bet12,varchar,YES,,"source_type=decimal(16,4); 起始點數"
ods_mariadb_2b,ods_a168_bet02,15,bet12a,varchar,YES,,"source_type=decimal(16,4); 起始籌碼"
ods_mariadb_2b,ods_a168_bet02,16,bet13,varchar,YES,,"source_type=decimal(16,4); 下注金額"
ods_mariadb_2b,ods_a168_bet02,17,bet14,varchar,YES,,"source_type=decimal(16,4); 派彩"
ods_mariadb_2b,ods_a168_bet02,18,bet15,varchar,YES,,"source_type=decimal(16,4); 退水％數"
ods_mariadb_2b,ods_a168_bet02,19,bet16,varchar,YES,,"source_type=decimal(16,4); 退水金額"
ods_mariadb_2b,ods_a168_bet02,20,bet17,varchar,YES,,"source_type=decimal(16,4); 結果"
ods_mariadb_2b,ods_a168_bet02,21,bet18,varchar,YES,,source_type=int(11); LV1ID
ods_mariadb_2b,ods_a168_bet02,22,bet19,varchar,YES,,source_type=int(11); LV2ID
ods_mariadb_2b,ods_a168_bet02,23,bet20,varchar,YES,,source_type=int(11); LV3ID
ods_mariadb_2b,ods_a168_bet02,24,bet21,varchar,YES,,source_type=int(11); LV4ID
ods_mariadb_2b,ods_a168_bet02,25,bet22,varchar,YES,,source_type=int(11); LV5ID
ods_mariadb_2b,ods_a168_bet02,26,bet23,varchar,YES,,"source_type=decimal(16,4); LV1佔成"
ods_mariadb_2b,ods_a168_bet02,27,bet24,varchar,YES,,"source_type=decimal(16,4); LV2佔成"
ods_mariadb_2b,ods_a168_bet02,28,bet25,varchar,YES,,"source_type=decimal(16,4); LV3佔成"
ods_mariadb_2b,ods_a168_bet02,29,bet26,varchar,YES,,"source_type=decimal(16,4); LV4佔成"
ods_mariadb_2b,ods_a168_bet02,30,bet27,varchar,YES,,"source_type=decimal(16,4); LV5佔成"
ods_mariadb_2b,ods_a168_bet02,31,bet28,varchar,YES,,"source_type=decimal(16,4); LV1退水%數"
ods_mariadb_2b,ods_a168_bet02,32,bet29,varchar,YES,,"source_type=decimal(16,4); LV2退水%數"
ods_mariadb_2b,ods_a168_bet02,33,bet30,varchar,YES,,"source_type=decimal(16,4); LV3退水%數"
ods_mariadb_2b,ods_a168_bet02,34,bet31,varchar,YES,,"source_type=decimal(16,4); LV4退水%數"
ods_mariadb_2b,ods_a168_bet02,35,bet32,varchar,YES,,"source_type=decimal(16,4); LV5退水%數"
ods_mariadb_2b,ods_a168_bet02,36,bet33,varchar,YES,,"source_type=decimal(16,4); LV1結果"
ods_mariadb_2b,ods_a168_bet02,37,bet34,varchar,YES,,"source_type=decimal(16,4); LV2結果"
ods_mariadb_2b,ods_a168_bet02,38,bet35,varchar,YES,,"source_type=decimal(16,4); LV3結果"
ods_mariadb_2b,ods_a168_bet02,39,bet36,varchar,YES,,"source_type=decimal(16,4); LV4結果"
ods_mariadb_2b,ods_a168_bet02,40,bet37,varchar,YES,,"source_type=decimal(16,4); LV5結果"
ods_mariadb_2b,ods_a168_bet02,41,bet38,varchar,YES,,"source_type=enum(''Y'',''N''); 重對"
ods_mariadb_2b,ods_a168_bet02,42,bet39,varchar,YES,,source_type=int(11); 桌子編號
ods_mariadb_2b,ods_a168_bet02,43,bet40,varchar,YES,,source_type=int(11); 房間編號
ods_mariadb_2b,ods_a168_bet02,44,bet41,varchar,YES,,"source_type=decimal(16,4); 下注退水金額"
ods_mariadb_2b,ods_a168_bet02,45,betwalletid,varchar,YES,,source_type=text; 下注單一錢包用
ods_mariadb_2b,ods_a168_bet02,46,resultwalletid,varchar,YES,,source_type=varchar(50); 結算單一錢包用
ods_mariadb_2b,ods_a168_bet02,47,validbet,varchar,YES,,"source_type=decimal(16,4); 有效投注"
ods_mariadb_2b,ods_a168_bet02,48,gametype,varchar,YES,,source_type=int(11); 1:網投、2:電投、3 電投網投模式、4 電投電投模式
ods_mariadb_2b,ods_a168_bet02,49,commission,varchar,YES,,"source_type=int(11); 0.一般,1,免傭"
ods_mariadb_2b,ods_a168_bet02,50,category,varchar,YES,,"source_type=int(11); 1.一般,2.小費"
ods_mariadb_2b,ods_a168_bet02,51,eid,varchar,YES,,source_type=int(11); 荷官
ods_mariadb_2b,ods_a168_bet02,52,serid,varchar,YES,,source_type=int(11); 服務編號
ods_mariadb_2b,ods_a168_bet02,53,ip,varchar,YES,,source_type=varchar(15); 下注IP
ods_mariadb_2b,ods_a168_bet02,54,updatetime,varchar,YES,,source_type=datetime; 更新時間
ods_mariadb_2b,ods_a168_bet02,55,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_bet02,56,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_bet02,57,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_bet02,58,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_bet_No,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_bet_No,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_bet_No,3,bet01,varchar,YES,,source_type=bigint(20); 
ods_mariadb_2b,ods_a168_bet_No,4,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_bet_No,5,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_bet_No,6,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_bet_No,7,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_bet_limit_default,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_bet_limit_default,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_bet_limit_default,3,id,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_bet_limit_default,4,gtype,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_bet_limit_default,5,set01,varchar,YES,,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,6,set02,varchar,YES,,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,7,set03,varchar,YES,,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,8,set04,varchar,YES,,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,9,set05,varchar,YES,,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,10,set06,varchar,YES,,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,11,set07,varchar,YES,,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,12,set08,varchar,YES,,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,13,set09,varchar,YES,,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,14,set10,varchar,YES,,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,15,set11,varchar,YES,,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,16,set12,varchar,YES,,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,17,set13,varchar,YES,,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,18,set14,varchar,YES,,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_bet_limit_default,19,status,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_bet_limit_default,20,sort,varchar,YES,,source_type=int(11); 排序
ods_mariadb_2b,ods_a168_bet_limit_default,21,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_bet_limit_default,22,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_bet_limit_default,23,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_bet_limit_default,24,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_bet_partner,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_bet_partner,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_bet_partner,3,bet01,varchar,YES,,source_type=bigint(11); 注單編號
ods_mariadb_2b,ods_a168_bet_partner,4,gid,varchar,YES,,source_type=int(11); 遊戲編號
ods_mariadb_2b,ods_a168_bet_partner,5,mid,varchar,YES,,source_type=int(11); 會員編號
ods_mariadb_2b,ods_a168_bet_partner,6,betTime,varchar,YES,,source_type=datetime; 下注時間
ods_mariadb_2b,ods_a168_bet_partner,7,settleTime,varchar,YES,,source_type=date; 帳務日期
ods_mariadb_2b,ods_a168_bet_partner,8,partnerBetId,varchar,YES,,source_type=varchar(100); 
ods_mariadb_2b,ods_a168_bet_partner,9,gameId,varchar,YES,,source_type=varchar(64); 
ods_mariadb_2b,ods_a168_bet_partner,10,updateTime,varchar,YES,,source_type=datetime; 更新時間
ods_mariadb_2b,ods_a168_bet_partner,11,bet_result,varchar,YES,,source_type=text; 開獎結果
ods_mariadb_2b,ods_a168_bet_partner,12,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_bet_partner,13,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_bet_partner,14,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_bet_partner,15,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_betchange_log,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_betchange_log,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_betchange_log,3,log_id,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_betchange_log,4,operation_type,varchar,YES,,source_type=varchar(32); 
ods_mariadb_2b,ods_a168_betchange_log,5,change_time,varchar,YES,,source_type=datetime; 
ods_mariadb_2b,ods_a168_betchange_log,6,old_bet01,varchar,YES,,source_type=bigint(20); 
ods_mariadb_2b,ods_a168_betchange_log,7,new_bet01,varchar,YES,,source_type=bigint(20); 
ods_mariadb_2b,ods_a168_betchange_log,8,old_bet05,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_betchange_log,9,new_bet05,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_betchange_log,10,old_bet09,varchar,YES,,source_type=text; 
ods_mariadb_2b,ods_a168_betchange_log,11,new_bet09,varchar,YES,,source_type=text; 
ods_mariadb_2b,ods_a168_betchange_log,12,old_ip,varchar,YES,,source_type=text; 
ods_mariadb_2b,ods_a168_betchange_log,13,new_ip,varchar,YES,,source_type=text; 
ods_mariadb_2b,ods_a168_betchange_log,14,is_send,varchar,YES,,source_type=int(1); 是否已發送
ods_mariadb_2b,ods_a168_betchange_log,15,source_db,varchar,YES,,来源库
ods_mariadb_2b,ods_a168_betchange_log,16,source_table,varchar,YES,,来源表
ods_mariadb_2b,ods_a168_betchange_log,17,ods_table_name,varchar,YES,,ODS表名
ods_mariadb_2b,ods_a168_betchange_log,18,sync_time,datetime,YES,,同步时间
ods_mariadb_2b,ods_a168_category,1,__source_pk,varchar,NO,,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_category,2,dt,date,NO,,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_category,3,sn,varchar,YES,,source_type=int(11); 
ods_mariadb_2b,ods_a168_category,4,level,varchar,YES,,source_type=int(11); 層級等級，status為1時修改為sn
ods_mariadb_2b,ods_a168_category,5,aid,varchar,YES,,source_type=int(11); 代理編號
ods_mariadb_2b,ods_a168_category,6,name,varchar,YES,,source_type=varchar(30); 層級名稱
ods_mariadb_2b,ods_a168_category,7,isdefault,varchar,YES,,"source_type=enum(''Y'',''N''); 預設層級 "
ods_mariadb_2b,ods_a168_category,8,isjoin,varchar,YES,,"source_type=enum(''Y'',''N''); 加入升降級"
ods_mariadb_2b,ods_a168_category,9,in_single_mix,varchar,YES,,"source_type=decimal(16,4); 單筆最低存款限額, 0為不限制"
ods_mariadb_2b,ods_a168_category,10,in_single_max,varchar,YES,,"source_type=decimal(16,4); 單筆最高存款限額, 0為不限制"
